site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","51.200969","-3.462277","TA24 6DF","Brewers Fayre Minehead","Seaward Way, Minehead, Somerset, TA24 6DF","","","https://www.brewersfayre.co.uk//en-gb/locations/somerset/brewers-fayre-minehead"
"Brewersfayre","51.508983","-2.574406","BS34 7BR","Bristol Concorde","Shield Retail Park, Gloucester Road North, Filton, BS34 7BR","","","https://www.brewersfayre.co.uk//en-gb/locations/bristol/bristol-concorde"
"Brewersfayre","52.628518","1.374042","NR7 0WG","Broadland View","Broadlands Business Park, Old Chapel Way, Norwich, NR7 0WG","","","https://www.brewersfayre.co.uk//en-gb/locations/norfolk/broadland-view"
"Brewersfayre","53.087761","-2.429695","CW1 6FX","Brocklebank","Weston Road, Crewe, Cheshire, CW1 6FX","","","https://www.brewersfayre.co.uk//en-gb/locations/cheshire/brocklebank"
"Brewersfayre","51.196585","0.393748","TN12 6PY","Brookers Oast","The Hop Farm, Beltring, Paddock Wood, Tonbridge, TN12 6PY","","","https://www.brewersfayre.co.uk//en-gb/locations/kent/brookers-oast"
"Brewersfayre","55.893766","-4.135998","G33 6LE","Buchanan Gate","Cumbernauld Road, Stepps, Glasgow, G33 6LE","","","https://www.brewersfayre.co.uk//en-gb/locations/glasgow/buchanan-gate"
"Brewersfayre","53.29181","-2.953069","CH66 1QW","Burleydam","New Chester Road, Childer Thornton, South Wirral, CH66 1QW","","","https://www.brewersfayre.co.uk//en-gb/locations/wirral/burleydam"
"Brewersfayre","52.987701","-0.001961","PE21 9RW","Burton House","Wainfleet Road, Boston, Lincolnshire, PE21 9RW","","","https://www.brewersfayre.co.uk//en-gb/locations/lincolnshire/burton-house"
"Brewersfayre","55.996617","-3.7234","FK2 0YS","Cadgers Brae","Beancross Road, Polmont, Falkirk, FK2 0YS","","","https://www.brewersfayre.co.uk//en-gb/locations/falkirk/cadgers-brae"
"Brewersfayre","51.306875","0.42424","ME19 5TR","Castle Lake","Castle Way, Leybourne, West Malling, ME19 5TR","","","https://www.brewersfayre.co.uk//en-gb/locations/kent/castle-lake"
"Brewersfayre","53.104885","-1.321557","DE55 2DY","Castlewood","Carter Lane East, South Normanton, Alfreton, DE55 2DY","","","https://www.brewersfayre.co.uk//en-gb/locations/derbyshire/castlewood"
"Brewersfayre","54.376019","-1.720529","DL9 3BA","Catterick Garrison","Unit 23, Princes Gate Shopping Park, Richmond Road, Catterick Garrison, North Yorkshire, DL9 3BA","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/catterick-garrison"
